space_id,current_revision,history_status_code,history_pages,commit_count_through_snapshot,first_commit_date,last_commit_date,initial_revision,initial_revision_date,initial_revision_rank,initial_tree_status_code,initial_selected_file_count,initial_dependency_signal_count,initial_state_status,current_revision_in_history,history_span_days
SaiRithwik2004/StudyAssistant,78012280c1142b71f09bb5a491aa0b62ac5a1016,200,1,3,2026-07-06T07:25:35.000Z,2026-07-06T07:35:55.000Z,6577004e8e9b185e557875beb35eb1c39e2c4ca5,2026-07-06T07:35:03.000Z,2,200,3,2,RESOLVED,True,0.007175925925925926
Sajid1974/Socratic_QA_GenAI_Tutor,617048d710dda015842a91e08bb0408b488f67c7,200,1,44,2026-02-18T07:20:27.000Z,2026-02-18T10:55:04.000Z,02428b1883ee4cbb62a406b849c10c5c2f676157,2026-02-18T07:22:32.000Z,2,200,2,0,RESOLVED,True,0.14903935185185185
Samanfatima563474/tutor-ai,4181f8f6f2efe378d7cde20670051422924c94bd,200,1,12,2025-07-14T10:59:12.000Z,2025-07-14T12:04:06.000Z,fb9ec0a06db2e49fc1b2384be1e963ec5bc66839,2025-07-14T11:05:50.000Z,2,200,2,0,RESOLVED,True,0.04506944444444445
SambaReshma/AI_TUTOR,6797e83d5bf059078f8eb21a152cb7e461395bc1,200,1,11,2026-07-02T09:47:16.000Z,2026-07-03T09:21:55.000Z,703ac0ebd9b7704bcbf047d251011539ff3ac5ad,2026-07-02T09:47:56.000Z,2,200,2,0,RESOLVED,True,0.9823958333333334
Samyakj69/Study_Assistant,3f68cd4a77341710736672bf9311bf362ae2f7a5,200,1,9,2026-04-26T04:52:48.000Z,2026-04-27T14:52:12.000Z,9323a7744d61e8e389cb73083591875a1401dfee,2026-04-26T04:56:38.000Z,2,200,3,2,RESOLVED,True,1.41625
SanaBegum23/AI_tutor,5caa2e0134e9c32eda6f6d9929ab31426fcb2b7b,200,1,2,2026-07-03T09:47:25.000Z,2026-07-03T09:52:38.000Z,5caa2e0134e9c32eda6f6d9929ab31426fcb2b7b,2026-07-03T09:52:38.000Z,2,200,3,1,RESOLVED,True,0.0036226851851851854
Sanjay-Ai/AI-Powered-Socratic-Teaching-Assistant,16544e2d9600e170289cf10e002562e41fd7799f,200,1,4,2024-10-01T20:03:05.000Z,2024-10-01T20:45:56.000Z,08d966e6e3eec38432386846be28c88169ee0fd4,2024-10-01T20:05:04.000Z,2,200,3,2,RESOLVED,True,0.029756944444444444
Sanjay0102/StudyAssistant,584fcb46079df3bcd3fa54a5c5a8b7bb577fe6f8,200,1,6,2026-05-02T03:04:59.000Z,2026-05-02T03:33:54.000Z,bd6ef27b88668f0d448dc7625d09fd00aae0b18c,2026-05-02T03:08:03.000Z,2,200,3,1,RESOLVED,True,0.02008101851851852
Santoshtambe/ai-study-assistant,ee9ef4699abfa5bc2925a0a7f20a7465e12544c2,200,1,7,2026-07-16T17:10:09.000Z,2026-07-16T18:59:53.000Z,5667d714606ea6e8682d6c398a0eced66c249b9d,2026-07-16T18:38:28.000Z,2,200,3,2,RESOLVED,True,0.0762037037037037
Santoshtambe/study_Assistant,c4e6f1326bd4c164cd3bd206b0337b77a3c9c71f,200,1,4,2026-07-16T19:04:18.000Z,2026-07-16T19:14:48.000Z,af94f1e1da791f22c76fb1aaf004658947896002,2026-07-16T19:09:08.000Z,2,200,3,2,RESOLVED,True,0.007291666666666667
Saravana-Saro14/Educational-chatbot,cab971e3edd79453570c023635d91555596f3057,200,1,2,2026-01-31T15:07:00.000Z,2026-01-31T15:07:01.000Z,ae57ae7fda4ea4a7823aa41bd3355b28eb421c0c,2026-01-31T15:07:00.000Z,1,200,2,1,RESOLVED,True,1.1574074074074073e-05
Sayan21/Video-Tutor-AI,6503112107b4d953391939b0b79df03c9a2f6a3c,200,1,2,2026-03-21T20:07:36.000Z,2026-03-21T20:17:45.000Z,5db49a721c1312d7c79451b91b83ae3e669492e5,2026-03-21T20:07:36.000Z,1,200,10,3,RESOLVED,True,0.007048611111111111
Selenophile786/physics-ai-tutor,b5a6c38f2f77abd42ee43bb566e29b8d8d54784e,200,1,7,2026-08-16T09:24:09.000Z,2026-08-16T13:11:38.000Z,0ac546cf8a064a8036a745153d99002f22e99f20,2026-08-16T09:24:09.000Z,1,200,2,0,RESOLVED,True,0.15797453703703704
SerotoninRonin/Quiz-Generator,9ccf303a24bcd36cb671367a1fb71b0180b88ca8,200,1,9,2025-08-16T23:31:58.000Z,2025-08-18T23:19:40.000Z,7e947e210bf3d7226316025148a00ac65e078e6e,2025-08-17T00:04:36.000Z,2,200,2,1,RESOLVED,True,1.9914583333333333
Shahbazakbar/AI-Tutor,e5e90d1a008175c12ae083244f0c7027015172e5,200,1,29,2025-02-22T11:23:13.000Z,2025-02-23T06:41:09.000Z,04b53e558e22a406e216d0e25a2bfd95b31753e0,2025-02-22T11:23:51.000Z,2,200,2,1,RESOLVED,True,0.8041203703703703
Shahbazakbar/RAG-AI-Tutor,73698d14848f1f51b0507677f450d87bf7d1e004,200,1,8,2025-02-23T08:06:19.000Z,2025-02-23T08:37:56.000Z,4bf2d92e4291ed3a5d3f064f8bd07794ab897086,2025-02-23T08:06:57.000Z,2,200,2,1,RESOLVED,True,0.021956018518518517
Shivam10lm/ai-teaching-assistant,16e04a07493b39d670d84201cb0c5c550340fa83,200,1,14,2024-09-21T00:35:21.000Z,2024-09-21T01:42:18.000Z,ebe08b2e91649dee48a61f3d68823dfe4ac70f05,2024-09-21T00:35:40.000Z,2,200,2,0,RESOLVED,True,0.04649305555555556
Shivateja23/DS_AI_TUTOR,c159926a298c23fb3e01c1cec9dd3a609c02df96,200,1,10,2025-03-21T06:19:29.000Z,2025-03-21T10:09:55.000Z,28cc07c99a5271c34dc341cccb9a59abebe83662,2025-03-21T07:15:42.000Z,2,200,2,0,RESOLVED,True,0.16002314814814814
Shlok1005/Voice_chatbot_tutor,e7085717667715c787c44a1646ff993335859476,200,1,13,2025-12-17T11:57:55.000Z,2025-12-17T12:24:17.000Z,fca4c7612ebd6360275af1128e0b67443aaef2f8,2025-12-17T12:00:23.000Z,2,200,4,1,RESOLVED,True,0.018310185185185186
Siddhisapkal/AI_Tutor,243b051f366dfa4fe11725725c891a23f85e6cbe,200,1,68,2025-02-16T12:33:42.000Z,2025-03-14T11:45:46.000Z,a958d458339c98600a646f6fcd002e9a305a0685,2025-02-16T12:34:07.000Z,2,200,2,1,RESOLVED,True,25.966712962962962
Sindu31/IntelliGent-AI-Tutor-System,963dabb2d55955d62db962903082b23be31d2852,200,1,13,2026-05-28T15:23:25.000Z,2026-05-29T04:56:21.000Z,281cf5b766e0d5782af840b58047a883f3cb450d,2026-05-28T15:23:25.000Z,1,200,3,0,RESOLVED,True,0.5645370370370371
Sirichandanasamala/AI_TUTOR,7f947ced7337a9e81614c61ebcc3ea73f401e113,200,1,13,2026-07-02T09:49:43.000Z,2026-07-03T09:52:04.000Z,8eeb4463b6708bf551650158f3ea6573cb6cbc0e,2026-07-02T09:50:18.000Z,2,200,2,0,RESOLVED,True,1.0016319444444444
SirigajjeDurga/AI-Personal-Tutor,75421bb367a59bd0b9973f18d1298abf42983979,200,1,107,2026-06-17T05:23:07.000Z,2026-06-28T14:44:50.000Z,0580565e96d79a32db1cc19598519c44b9293378,2026-06-18T16:55:24.000Z,4,200,6,0,RESOLVED,True,11.390081018518519
Solkyash/Ai-study-assistant,6a95d7355c3e1e062781d760cc100cdac3907465,200,1,3,2025-09-28T07:45:15.000Z,2025-09-28T08:00:10.000Z,edb9a5ba88da6e24dc5ceddfd27ec2bcc17bd00e,2025-09-28T07:53:10.000Z,2,200,2,1,RESOLVED,True,0.010358796296296297
Sree1216/AI_tutor,5084eaa4def15a63351db8e1dbb90d1d5caded32,200,1,2,2026-07-03T05:57:26.000Z,2026-07-03T05:57:27.000Z,6884af2d01af953341c9069e48bdda32dd598690,2026-07-03T05:57:26.000Z,1,200,2,1,RESOLVED,True,1.1574074074074073e-05
Sri921980/Ai_Tutor,1081550dfce5ea26914ce16e3af2b0da457f36ee,200,1,7,2026-07-02T09:39:48.000Z,2026-07-02T09:51:06.000Z,11309f87e2f71799efa00515d2e27d38a83f2e2b,2026-07-02T09:40:23.000Z,2,200,2,0,RESOLVED,True,0.007847222222222222
SrihithaReddy123/AI_TUTOR,00cd399608e52521ca288b68d44ec99f164fe7f0,200,1,11,2026-07-03T10:14:06.000Z,2026-07-06T08:46:56.000Z,d7546df5a08d01f99b21d679ec1999264662abf9,2026-07-06T07:51:55.000Z,2,200,2,1,RESOLVED,True,2.9394675925925924
Srushtii-13/Study_Assistant,8002aa8303146ca9cae02c52437bc46510966c98,200,1,2,2026-02-13T03:44:24.000Z,2026-02-13T03:52:56.000Z,8002aa8303146ca9cae02c52437bc46510966c98,2026-02-13T03:52:56.000Z,2,200,3,2,RESOLVED,True,0.005925925925925926
SujithRaam07/StudyAssistant,9ad82d41f1a3185dab4ab3327c33091c3bd67c18,200,1,3,2026-07-24T07:22:15.000Z,2026-07-24T07:25:39.000Z,b0b214704f17aaf5ba50195d87843baa3845adb7,2026-07-24T07:22:15.000Z,1,200,2,0,RESOLVED,True,0.002361111111111111
Sujithraam/StudyAssistant,8dbc18cbe2668ff0b165d46b6ea302bfde6c7865,200,1,2,2026-07-24T06:10:14.000Z,2026-07-24T06:23:33.000Z,9eb9d1129f7fa65340a8d677cf28e41d5974780e,2026-07-24T06:10:14.000Z,1,200,2,0,RESOLVED,True,0.009247685185185185
TeerthPurohit/RAG-TradingWithML-Teaching-Assistant,aaf4363d59e83e91b76161a489367ad4653131eb,200,1,30,2026-05-26T18:30:06.000Z,2026-06-08T04:08:13.000Z,0ab20f494a5ae3b02ab7bfe0df3c0a36fa706135,2026-05-26T18:30:06.000Z,1,200,4,2,RESOLVED,True,12.401469907407407
Thepatelsuraj12/Rag-based-AI-Teaching-Assistant,97238282b6260dcfcef5f703bd045523cc4b3133,200,1,23,2026-02-13T16:02:05.000Z,2026-02-13T16:33:11.000Z,6e8eb1b7753feb905ee9e0e4af95d24c0fc4accb,2026-02-13T16:02:05.000Z,1,200,3,0,RESOLVED,True,0.021597222222222223
Tomjedo/Education_Chatbot,445f38a1f364be62d4c2072f4596fd6a37ce1744,200,1,9,2025-03-12T16:11:10.000Z,2025-03-12T16:33:01.000Z,f7189d16134a45e0aa0199b6c4d038822ba5b646,2025-03-12T16:11:10.000Z,1,200,3,1,RESOLVED,True,0.015173611111111112
Tonic/open-gpt-Lesson-Plan-Generator,d6a3c34643802759dbc415116489914f9c7d6267,200,1,6,2023-11-27T18:23:29.000Z,2023-11-28T23:12:21.000Z,0715919505946d33fe17fd4abb9524e8062cd90f,2023-11-27T18:23:30.000Z,2,200,2,0,RESOLVED,True,1.2006018518518518
Trinesh16/StudyAssistant,60db2f206a8a000db96f2eb253b6b3218b956110,200,1,5,2026-03-03T06:08:45.000Z,2026-03-03T06:49:51.000Z,9d2fd6e97138d816d351cb2b8e23a18925926cb0,2026-03-03T06:18:40.000Z,2,200,3,2,RESOLVED,True,0.028541666666666667
Trivikrama/Physics_Lesson_Plan_Generator,4ffa177a9dd1cdf9f666fb44f8d0f0eb79c82fc2,200,1,3,2024-10-18T14:24:45.000Z,2024-10-18T14:33:05.000Z,9c5dd3df6175d4c386a8cd97b2578477629313df,2024-10-18T14:30:00.000Z,2,200,3,2,RESOLVED,True,0.005787037037037037
Troy88/Quiz-Generator,d3f6c929bbdf552dcdbc9b53199bd1cc0c57b913,200,1,10,2024-10-18T06:19:18.000Z,2024-11-04T08:10:23.000Z,5454c59e1e39924756c45174319857c63f4283ef,2024-10-18T06:19:18.000Z,1,200,3,1,RESOLVED,True,17.077141203703704
Turbiling/Backward-Design-Lesson-Plan-Generator,63c3776794ccc3b7b5dcffa7133e676d0d6f4a18,200,1,3,2025-10-07T20:37:52.000Z,2025-10-07T20:39:21.000Z,96252bf8b0028e8fab5140fe4e8ae53f01d108c8,2025-10-07T20:38:31.000Z,2,200,2,1,RESOLVED,True,0.0010300925925925926
Turbiling/GB_Education_Chatbot,989c68f8de2bd1a51740f4995e283bfb460dc5c8,200,1,31,2025-06-11T19:28:53.000Z,2025-06-11T20:51:45.000Z,1a6960369c84d50a0a541a1bfae9a89bd216e9f9,2025-06-11T19:34:47.000Z,2,200,2,1,RESOLVED,True,0.0575462962962963
Turbiling/Lesson_Plan_Generator,4a87d12033a171adedac0b897499c9f2b3c0ed49,200,1,29,2025-10-05T07:27:56.000Z,2025-10-08T17:38:02.000Z,5a15d4f6c1653fbeb14e72650069836aee62d15b,2025-10-05T07:29:13.000Z,2,200,2,1,RESOLVED,True,3.4236805555555554
Turbiling/Sharqi_Education_Chatbot,85a850b5895cbf56cb4c605b6ee953894216f7d7,200,1,14,2025-06-01T07:48:31.000Z,2025-06-01T09:51:06.000Z,53566f567bac3e3799e812f25f32d6aace3993bd,2025-06-01T07:48:31.000Z,1,200,3,0,RESOLVED,True,0.08512731481481481
Tutor-Ai-100/AI_Tutor_Chatbot,bcdb291fe37d432a0d64f38782e3fe2cd4ea4a8e,200,1,3,2024-11-15T15:39:07.000Z,2024-11-15T15:44:12.000Z,568035135633afad4ddef9826c543de15e2eb31c,2024-11-15T15:41:56.000Z,2,200,2,1,RESOLVED,True,0.0035300925925925925
Udayveer1990/Language_tutor,ab23bd8cdc2375d72532469fae5f63515bc92620,200,1,7,2026-06-05T09:08:44.000Z,2026-06-05T10:06:04.000Z,8bf1ee5d6023c133a04fda295ef9e26546974843,2026-06-05T09:09:58.000Z,2,200,3,1,RESOLVED,True,0.03981481481481482
Ukhanyo/quiz-generator-ai,3a6cfd1486b311ab5436c51de0ec0d8c2815031a,200,1,2,2025-08-04T08:53:16.000Z,2025-08-04T08:56:35.000Z,3a6cfd1486b311ab5436c51de0ec0d8c2815031a,2025-08-04T08:56:35.000Z,2,200,2,1,RESOLVED,True,0.0023032407407407407
UlliInduSree/AI_Tutor_Chatbot,e5818c95da5fea23391bb2181e2d58e77d465ae4,200,1,33,2025-08-01T06:09:02.000Z,2025-08-01T15:28:29.000Z,6802992421c0256313f31d097a597308431ec69e,2025-08-01T06:09:02.000Z,1,200,3,1,RESOLVED,True,0.38850694444444445
UmarIqbal000/quiz-generator-ai,2ebb6fa18c9ed684aa0676187d3804296340d1ab,200,1,12,2026-02-09T19:16:56.000Z,2026-02-09T21:12:27.000Z,74fcb1299f120093e76cec8ed8de427d4b4553ac,2026-02-09T19:18:04.000Z,2,200,2,0,RESOLVED,True,0.0802199074074074
Us-er-na-me/QuizGenerator,724750841d8714daf7b4c8bb0d9169109466b5c7,200,1,38,2025-03-18T05:44:21.000Z,2025-03-18T12:36:51.000Z,6d29632802b5af38ce8695539480c2b051cb2304,2025-03-18T05:52:22.000Z,2,200,2,0,RESOLVED,True,0.2864583333333333
VSrilekha/AI-Tutor,5cd51c3298c4ce842d21c9f4a7a78544d0dccc0d,200,1,6,2026-07-03T05:45:35.000Z,2026-07-03T06:05:21.000Z,7cf9147f0d6fd1895ddde308da17ed6f46710c16,2026-07-03T05:45:35.000Z,1,200,2,1,RESOLVED,True,0.013726851851851851
Vaibhava24/my-study-assistant,8cc4c80aaa592ad7c687081e581a7d9a6ee3ea96,200,1,9,2026-08-13T09:39:02.000Z,2026-08-13T10:01:57.000Z,66169970ca4963f1df357ae16c098eb8477e999c,2026-08-13T09:39:02.000Z,1,200,2,0,RESOLVED,True,0.015914351851851853
Vaishnav-00299/my-study-assistant,d0970951d4d046f5b58e2c809e737379855da06a,200,1,5,2026-06-13T16:20:03.000Z,2026-06-23T04:32:06.000Z,f6a3e40810e489cd45661b7ccab3625c05cc1fbc,2026-06-13T16:34:19.000Z,2,200,3,2,RESOLVED,True,9.508368055555556
Varshareddy1106/AI_TUTOR,b64445abcefef215e4fd2a556c9bd38c58aadc29,200,1,5,2026-07-03T09:32:51.000Z,2026-07-06T09:28:03.000Z,80d5722c7e35554de61a9ea0cd187466317fb2d3,2026-07-03T09:40:13.000Z,2,200,2,1,RESOLVED,True,2.9966666666666666
VarunGoud314/Study_assistant,c3d8b0cff5fb0f8985da0e5b1de4cdf0cdef0572,200,1,2,2026-03-16T05:14:26.000Z,2026-03-16T05:34:37.000Z,c3d8b0cff5fb0f8985da0e5b1de4cdf0cdef0572,2026-03-16T05:34:37.000Z,2,200,3,2,RESOLVED,True,0.014016203703703704
VinayKarthik800/ai-tutor,255d25b5c085d57b3d71166ec75b88a19c9f97ef,200,1,2,2026-08-23T07:44:01.000Z,2026-08-23T07:44:28.000Z,61bd0871461b0cc6534a201c654ce8f0dc046dc8,2026-08-23T07:44:01.000Z,1,200,2,0,RESOLVED,True,0.0003125
VishnuSai05/Study_Assistant,b97a7a360d6f48cd4cab598f26272d677b2a296c,200,1,3,2026-07-16T17:53:12.000Z,2026-07-16T18:04:27.000Z,523021b4540a298b66e1ba3b9943336ca30b2602,2026-07-16T17:57:29.000Z,2,200,3,2,RESOLVED,True,0.0078125
YKDep/StudyAssistant,6b31ff5bd94ffe9da5082b7aedef696a57e92a2e,200,1,5,2025-11-28T11:22:04.000Z,2025-12-04T10:58:11.000Z,d18ba14312f29eb9c0c0ad60c32a79582b7f13f2,2025-12-04T10:51:08.000Z,3,200,3,2,RESOLVED,True,5.983414351851851
Yasir-Bhatti/Education_tutor_chatbot,77ced7168cc8cc96ba42053958a60542c6f64d9a,200,1,7,2025-12-24T15:12:06.000Z,2025-12-24T16:57:49.000Z,82384bf124d5baf1145226b35c58dc90d7ea52e2,2025-12-24T15:12:06.000Z,1,200,2,1,RESOLVED,True,0.07341435185185186
YasirAnsari/AI_tutor,31a944fb71541299b8a6061d6d51db4f0e57a63d,200,1,3,2026-02-27T10:47:50.000Z,2026-02-27T10:50:32.000Z,3761ecd7b66514a9adb0096bf39c543e1de5fb93,2026-02-27T10:49:12.000Z,2,200,2,1,RESOLVED,True,0.001875
Yasirkhalil12/ai-quiz-generator,dc286f1219c2fd65b220358701e848939dce165c,200,1,31,2026-02-16T16:14:52.000Z,2026-02-17T07:43:39.000Z,99bbc95aa98329eeb39f3827d7786677921bab73,2026-02-16T16:16:44.000Z,2,200,2,0,RESOLVED,True,0.644988425925926
Yenuli-Bimanya-404/ai-study-assistant-multilang,81384eda4e32451156d6a6495e33d228626c0320,200,1,11,2025-06-29T17:09:46.000Z,2025-06-29T19:11:00.000Z,9efc68d2e6119da0442c07c509ab3f41c10d7555,2025-06-29T17:19:34.000Z,2,200,2,1,RESOLVED,True,0.08418981481481481
Younis123/Education_Assistant_chatbot,0c0ae62401521e76834cf0f48983cc328bf058f4,200,1,4,2025-02-20T09:52:56.000Z,2025-02-20T10:05:47.000Z,0734d37a2324d5714d43eabf22bcc1f22c49f2f7,2025-02-20T09:55:46.000Z,2,200,2,1,RESOLVED,True,0.008923611111111111
Yuvasriiii/personalized_study_assistant,7e9d10e167ea0d3a5699da59b5b7398f7a114671,200,1,3,2025-09-22T12:27:40.000Z,2025-09-22T12:28:50.000Z,8587aabc394620d3dfb02daeaceed7daa93ea54a,2025-09-22T12:28:03.000Z,2,200,2,0,RESOLVED,True,0.0008101851851851852
aakashdevdat/Quiz_generator_1,fe7d758e27b6357027a2190fdf0f611961b6fdfe,200,1,4,2025-05-11T05:06:01.000Z,2025-05-11T05:11:52.000Z,6ef5f0ee3df26b8be1831ab5e604713ddbb7d988,2025-05-11T05:10:53.000Z,3,200,2,1,RESOLVED,True,0.0040625
aazankhanYousafzai/Ai_Study_Assistant,119b244adc65a99669d4593fdadd269a32094c9f,200,1,24,2026-01-30T19:49:01.000Z,2026-04-23T18:30:55.000Z,08f7586bd5459b14a5a0bca7b5769cc4ce7809ce,2026-01-30T19:50:03.000Z,2,200,2,0,RESOLVED,True,82.94576388888889
abai-cn/linux-teaching-assistant,2c5cdc927db7e90dac5bd2bca90f646630729b15,200,1,10,2026-06-25T03:25:19.000Z,2026-06-26T02:00:36.000Z,b6c2e2029e2aa82c997b923ff3fb365feabfef83,2026-06-25T03:25:19.000Z,1,200,7,1,RESOLVED,True,0.9411689814814815
abdullahkhankakar/quiz-generator,0705f93969b0a9d834ff682822fb0f7e60186214,200,1,8,2026-07-27T11:41:07.000Z,2026-07-28T19:38:36.000Z,9263690ff1e1c5af9044a7c011ef55ce683a6929,2026-07-27T11:41:07.000Z,1,200,7,2,RESOLVED,True,1.331585648148148
abhey-patel/quiz-generator-space,d65b1f43dfc148f3f611dec00fc44d39973bcd1d,200,1,5,2025-09-03T12:23:20.000Z,2025-09-03T12:47:49.000Z,a5171cc5eb5a4e424af6111ccd8533a1578f21a7,2025-09-03T12:34:13.000Z,2,200,2,0,RESOLVED,True,0.017002314814814814
abubakaraabi786/programming-tutor-chatbot,c97f95eae58216802f075e2c8648f421e9222e91,200,1,21,2025-12-20T11:41:16.000Z,2025-12-20T13:53:18.000Z,4bad81bca833baf372e4fe5861dc15a177536d78,2025-12-20T11:47:40.000Z,2,200,2,1,RESOLVED,True,0.09168981481481482
adil1598/edubot-ai-latex-learning-companion,2054f3e818ac9d472e7f27e423a67c995d9df28f,200,1,2,2025-10-26T10:49:42.000Z,2025-10-26T10:49:43.000Z,9a46083c20c4aa0cccb7745f94265a498850ccfd,2025-10-26T10:49:42.000Z,1,200,2,0,RESOLVED,True,1.1574074074074073e-05
adriiita/TeachingAssistant,c17054af4484fa766835c7f4285b80e9f01ea3ac,200,1,10,2024-11-20T17:48:37.000Z,2024-11-20T18:57:57.000Z,c347d26be1be897fc80fc73ee468a7bcaefb777a,2024-11-20T18:03:30.000Z,2,200,6,4,RESOLVED,True,0.04814814814814815
ajmalllllllll/loksewaai-pal-your-study-buddy-assistant,9f71148e71d285cf616822c227b436c6d9983623,200,1,6,2025-10-26T06:08:45.000Z,2025-10-26T06:23:31.000Z,12879adbca1b3ae0c3fbee93d8b876c779e5c5a6,2025-10-26T06:08:45.000Z,1,200,2,0,RESOLVED,True,0.01025462962962963
akhileshjethi/Study-assistant-ai,2b5616b9a7d4c4f58d35423c8ea13410b27e3c45,200,1,3,2025-09-30T06:26:58.000Z,2025-09-30T06:31:52.000Z,1500d840a5f47ae6696119165019fda7864f6b41,2025-09-30T06:28:20.000Z,2,200,2,1,RESOLVED,True,0.0034027777777777776
akshay0149/TeachingAssistant,27a59fb47f09e2b5b365e8e71495dd92615e4a37,200,1,4,2026-07-03T18:35:59.000Z,2026-07-04T08:18:38.000Z,4c6cf7f54ec0d466c753299af933881eb6bdc39b,2026-07-03T18:35:59.000Z,1,200,2,1,RESOLVED,True,0.5712847222222223
alusinebarrie/ai-teaching-assistant,099f56ad7a5eb79a8aeaee1b49187ac67919dc26,200,1,2,2024-07-20T20:21:27.000Z,2024-07-20T20:21:28.000Z,e66bff77679c7746914d2536a7c0201e9464cbec,2024-07-20T20:21:27.000Z,1,200,3,1,RESOLVED,True,1.1574074074074073e-05
alusinebarrie/your-ai-teaching-assistant,05802c561cc68c2864bc4f323c0b3b28b84632f3,200,1,13,2024-07-20T20:58:25.000Z,2024-07-22T10:32:31.000Z,9a65dcb022a8fbe9d1076e2bbf5d1ede74b5ec93,2024-07-21T22:57:17.000Z,2,200,2,0,RESOLVED,True,1.5653472222222222
amalrajmp/StudyAssistant,b0aaae6ac7af22041b8a31c16f6a921ed5bc6f36,200,1,13,2026-08-16T13:04:27.000Z,2026-08-17T05:36:26.000Z,15b5b50283b8612dc3988f3a93732abed61c5acd,2026-08-16T13:15:08.000Z,2,200,3,2,RESOLVED,True,0.6888773148148148
aman7935/Quiz_generator,f03b77f4faf930a9da4bfb47ad983925f71b3060,200,1,2,2025-11-04T09:02:25.000Z,2025-11-04T09:02:26.000Z,8d08b439a4953396f6a11d5b6115f7b061b4d05e,2025-11-04T09:02:25.000Z,1,200,2,1,RESOLVED,True,1.1574074074074073e-05
anir-1995/AI_Quiz_Generator,a59156b5f59c5379e980e299ae0e602f3b9cbe9d,200,1,8,2026-03-05T12:26:22.000Z,2026-03-06T11:54:30.000Z,e2ef65321a398147b676d5b617d7baadaa380815,2026-03-05T12:26:22.000Z,1,200,3,0,RESOLVED,True,0.9778703703703704
ankittumu/Ace-Study-Assistant,7992f9260f8282502959db8948d12911ce031fb7,200,1,12,2025-09-25T18:02:26.000Z,2025-09-25T20:09:07.000Z,447c392a68a5d820bfabd82707f38e4617a3e36e,2025-09-25T18:08:00.000Z,2,200,2,1,RESOLVED,True,0.08797453703703703
antedotee/teachingAssistant,c4b77ca2a12c8baf307ebd516ccaa9b00971baa1,200,1,24,2024-02-21T21:19:31.000Z,2024-02-23T18:29:22.000Z,c545324ad118de35a529dd19fa61b3cbe72e4ad0,2024-02-21T21:21:17.000Z,2,200,5,3,RESOLVED,True,1.8818402777777778
appcreator199/studyassistant,7b67c1eb3000e31a3ff8c0971fd3f6e27be7d97a,200,1,2,2025-06-19T03:00:04.000Z,2025-06-19T03:00:05.000Z,8f8ac0a1f19434f66063ebe81011c79753e7f79f,2025-06-19T03:00:04.000Z,1,200,3,1,RESOLVED,True,1.1574074074074073e-05
arjunjuneja/socratic-tutor,dfcde75cb17f5d3835e6d6d2e30293b7479094d2,200,1,9,2026-04-08T17:41:39.000Z,2026-04-08T20:01:36.000Z,5c7b7cb1fbba25b545064f59d9216fbe4244f64e,2026-04-08T17:41:39.000Z,1,200,10,3,RESOLVED,True,0.0971875
arjunnnnn0720/StudyAssistant,9e33e8c8591235d503d35518a6b80b2b1617e6c8,200,1,3,2026-08-24T11:20:51.000Z,2026-08-24T11:24:32.000Z,47c5a1dd38bf8ea2c408350eab1162b238958202,2026-08-24T11:22:41.000Z,2,200,3,2,RESOLVED,True,0.0025578703703703705
arkiitkgp/AITutor,136ff58abaab8d6576dcd9ba60792095fc2fb9a1,200,1,3,2024-02-07T10:14:23.000Z,2024-02-08T02:29:09.000Z,055a3f7b6e3a6590baa0db09824f07ba26502bcc,2024-02-07T10:53:57.000Z,2,200,3,0,RESOLVED,True,0.6769212962962963
arsalan16/Quiz-Generator-App,1e72595f37ecd16dd57818c8ce73bbf333279d68,200,1,12,2024-12-15T18:52:37.000Z,2024-12-16T18:07:26.000Z,7daf37b5a3ebdca76b1278cf4468483af0e4822c,2024-12-15T18:53:18.000Z,2,200,2,1,RESOLVED,True,0.9686226851851852
arumugam-rockstar/Myfirst-AITutor,8b8505f04de021faabe02d62b00209a146b5f840,200,1,12,2026-08-03T10:09:54.000Z,2026-08-03T11:41:21.000Z,a8ecc01b04655dbdbbdcc1c88590a9af28036f72,2026-08-03T10:09:54.000Z,1,200,2,0,RESOLVED,True,0.06350694444444445
asad9641/AI-Study-Assistant-Ragbase,4a46dea2dc581b038124182814eb815a1cd32b2d,200,1,6,2025-11-17T15:31:39.000Z,2025-11-18T17:42:21.000Z,cdad639f93d8081ecc3ea263b44ecd634d45ff9c,2025-11-17T15:40:06.000Z,3,200,2,1,RESOLVED,True,1.0907638888888889
aviatrix/Ai_Powered_Study_Assistant,79108dad1f685b63f1778ec167e3d1926cbd56b6,200,1,9,2026-07-11T05:15:25.000Z,2026-07-11T08:22:14.000Z,d116527b5fcf290b57052adf0d72599b9acbc73b,2026-07-11T05:18:13.000Z,2,200,3,2,RESOLVED,True,0.1297337962962963
ay3shaa/ai-study-assistant,4109cbf4903c5bf326cc6bba86b111ba1b5f32ee,200,1,3,2025-07-23T11:04:27.000Z,2025-07-23T11:31:24.000Z,8d15e0b78e55acda21e073fd79351c92a6bceffa,2025-07-23T11:04:27.000Z,1,200,3,0,RESOLVED,True,0.01871527777777778
ayudellastuti/rag-quiz-generator,9971fdfb4e15b1efc92a57bccfc07c034c6e21dc,200,1,21,2026-06-28T11:21:21.000Z,2026-06-28T12:03:23.000Z,eca43eb2f0075f1ae448d62ecee0b1fe527804b6,2026-06-28T11:21:21.000Z,1,200,3,0,RESOLVED,True,0.029189814814814814
